target,text
4,"#current ""...conspicuousness of their presence only matched by our absence..."" Nice."
4,"@gloreebe88 Haha, YES to Michael Palin! Vote funny! #current"
4,+3 Obama for bringing up the Vet's medical needs #tweetdebate
4,"side note - Obama just more ""Presidential"" to me I don't see where his lack of experience comes to play - more coh & prep #tweetdebate"
4,"#current VETS for Obama, yes!"
4,Excellent point by Obama about strength on the homefront being essential to success on the warfront. #current
4,Nice finish for Obama #current
4,I feel like Obama is back on track!#current
4,"obama - ""all chips in..."" - nice poker reference! +1 for obama #current"
4,a broader strategic vision. i think thats a good point. #current
4,Obama wins!  #current
4,"#current McPain: there are some advantages to experience, knowledge and judgment. I have that and Obama doesn't."
4,#current Obama has better ideas  #current
4,I'll stick with Obama's intelligence thank you #current
4,"Obama is right, need more funding for science and technology. I think he win for me across the board #current #debate08"
4,Brilliant statement on a stable economy being a national security issue by Obama. #current
4,"#current Obama definitely has better speaking presence, which might go a long way. Appearance often trumps, in politics"
4,Wow! Obama was powerful there! #current
4,"McCain: compares Obama to Bush as both ""stubborn""  #current"
4,obama smells the blood - going for the kill #current
4,"#current McPain: taking care of veterans will be my job. I have ability, knowledge, background to keep country safe/secure."
4,Obama +1 for bringing up the war spending and healthcare. #tweetdebate
4,+5 obama just put mccain to shame talking about non-Iraq issues and veteran care   #tweetdebate
4,I pre-emptively call this debate for Obama. Obama won. #current
4,Heartstrings pulled! McCain is good... #current
4,obama just slam dunked #current
4,"Let me be clear, McCain has clearly won. #current"
4,"McCain - reform, prosperity and peace.  Very good closing points, put Obama on defense w/ experience, judgmt #current #tweetdebate #debate08"
4,Obama talks about father... and name. Needed to do that! #current
4,#current #debate08 Obama is being very eloquent and making good points about how the world sees us.
4,i agree with obama #current #debate08
4,I really like how Obama's ending this... we really do need to earn the respect of the world again. #current
4,McCain victory #debate08 #current
4,Awsome debate! #current #obamashot #mccainshot
4,I think Obama won #current
4,#current Obama wins on the economy
4,@BarackObama GOOD JOB!#current
4,"#current #debate08 IMO, Obama wins."
4,"#current #debate08 good job, jim!"
4,Obama is the winner of the debate #current
4,Wow! That was a hell of a good time! What a debate! Good job Obama! #current
4,#current all you pro-Obama-ites: REGISTER TO VOTE VERY SOON!!!
4,OBAMA WON!!  #current
4,Obama +3 for convincingly explaining the need for America to earn back respect around the world #tweetdebate
4,The debte ends and Barry calls good job John....indeed #current #debate08
4,Now I can go to bed in peace #current
4,lucky mccain for getting the last word...the most convincing/presidential thing he has said this debate #current
4,"McCain: ""I know how to heal the wounds of war""  Best line of the night. #debate #current"
4,"good debate, based solely on the points raised,i think Obama made it. #current"
4,Obama wins. #Current #debate08 #tweetdebate
4,Go McCain! You rock! #current #debate08
4,OBAMA! #current
4,Obama wins. #current
4,#current Obama won.
4,@BarackObama Good Job. #current!
4,"that was RAD.  Nice job Current TV, nice job Twitter... nice job pundits!  #current #debate08"
4,Awesome First Debate! #tweetdebate   Good job Obama!  The US should be the first nation to have 2 presidents at the same time
4,"I'm very much looking forward to Obama's inauguration. It will be a great day for America. We've been through a long, dark tunnel. #current"
4,"Thanks you guys, everyone rocked. Join us next time for the VP debates on Oct. 2nd #current"
4,Thay came in with game tonight #current
4,Yay! for non-dibating stuff :) #current
4,Obama wins!!! #tweetdebate
4,Gloria Borger.. Obama held his own on defense issues with McCain #current #debate08
4,McCain WINS!!!! #debate08
4,McCain just won this debate! Hands down! #comment  #debate08 #debate
4,<insert my personal canidate> won the debate tonight. #current
4,"Good debate. Job well done to both candidates! #current, #debate08, #tweetdebate"
4,Obama looked more presidential +2 #tweetdebate
4,"#debate08 The first debate can be summed up very easily ""Senator McCain is right!"""
4,I rock with Obama. #current
4,Obama did a good job of relating the issues together instead of just focusing on one thing at a time #debate08
4,#current not sure who 'won' but Obama obviously came off as the more personable of the two. Still voting Obama :)
4,"All in all- good debate! Candidates were fairly intelligent and mostly respectful. Didn't change my opinion, but glad I watched. #current"
4,The real winner tonight was Jim Lehrer.  You can't say PBS people don't have balls. #debate08
4,"Based on this, either candidate should be good. Impressed by both candidates. #debate08"
4,"#current quite a civilised debate,didn't really expect that- both did quite well (im dutch, i wont have to vote) in making their points"
4,Gergen:  McCain clearly has superior FP understanding... #current #debate08
4,#debate08 #current  Fred Barnes -  It was a tie but McCain finished strongly.
4,@thePuck I am enjoying your editorial comments re: the debate. :D
4,Obama held is own on foreign policy (gergen) #current #debate08
4,"""Lehrer reall is a great moderator #current"""
4,Obama passed the test. #tweetdebate #current
4,I enjoyed that debate. thought it was smartly and hotly battled. personally it solidified my support for obama. #Debate08
4,@BarackObama You did AWESOME!!!!!!!!!
4,"But overall - McCain was GREAT - very impressed, maybe I had low expectations but great lines & responses #debate08 #current"
4,"For me, Obama won.  But then again, Obama was my choice in the primaries. #current #debate08"
4,"I second that, @moritazul. Obama for me, #debate08"
4,"#current if this Twitter audience is voting, it seems that Obama will win."
4,"CBSnews Nielsen ""undecideds"" - majority said Obama won this debate #debate08"
4,@BarackObama  You did AWESOME!!!!!!!!!  #debate08
4,"""I agree with Sen. McCain"" should be the line of the night #debate08 #current"
4,Yep. Still voting for Obama/Biden. #current
4,"BINGO Obama just showed this country what diplomacy looks like, it's been a long time. ITA - we are used to short snide remarks #debate08"
4,McCain definitely won. #current #debate08
4,"Oh, how I cannot wait to watch the VP debate coming soon - that should be a fun night...#current"
4,#debate08 #current Juan Williams - Obama on the offensive.  Obama wins on economics and McCain on foreign policy.
4,"McCain looked the most presidential, that's for sure.  #debate08"
4,@current Good job with the debate! It was interesting to see what everyone was saying. #current
4,"#debate08 So whiie I feel that Obama could have fought back against the McC lies more, but overall I truly believe that Obama won tonight."
4,#debate08 @pamelalyn -- very cogent point.
4,THREE CHEERS FOR TWITTER! STAYING ALIVE DURING THE DEBATE! #debate08 #tweetdebate #current
4,I think McCain was very strong and won this debate #debate08
4,"#current wow-ABC is doing a ""fact check"" of the debate. Great idea. They should post all their lookups online."
4,#debate08 I think the thing that most came out of this is that Obama looked more presidential
4,so much fun watching debate on #Current with tweets.  loved it!
4,Go Obama! I think he's doing well so far. #debate08
4,@msblog that was pretty awesme #debate08
4,"WOW - McCain already has an ""I agree with Sen. McCain"" ad!  SWEET http://tinyurl.com/43n74w #debate08 #current"
4,@NewsHour Jim did great! #debate08
4,"@BarbaraKB yeah @current is doing some awesome things mashing up tv with social media, really wish we had them."
4,@davidweiner Obama was the gent.
4,Great to see so many people engaged in the debates and election; regardless of party affiliation or candidate of choice.  #current
4,"I think saying, ""John is correct about..."" along with ""John, that's just not true."" worked.  Obama seemed like the one in charge. #current"
4,"#debate08 @JohnMcCain has 954 Twitter Followers. @BarackObama has 86,312. Looks like @BarackObama won Twitter by a landslide."
4,"rt @alexashrugged    [Argh - ZT] WOW - McCain already has an ""I agree with Sen. McCain"" ad! SWEET http://tinyurl.com/43n74w #current"
4,"McCain nailed it in a few spots, but overall, Obama handled himself far better than McCain. #debate08"
4,"@alexashrugged  WOW - McCain already has an ""I agree with Sen. McCain"" ad! SWEET http://tinyurl.com/43n74w #debate08 #current"
4,Both held there own.  Interested to see what happens next week.  Uncommitted voters statistics are interesting. #current
4,McCain Debate Central webpage has some good rapid response info on it. http://is.gd/3ciC #debate08 #current
4,I thought Obama laughing at McCain's wilder statements was effective and seemed natural. #current
4,if @fakeobama agreed with me any more i think i'd be able to count on his vote this november #tweetdebate
4,"Nice work everyone on the #tweetdebate. I watched a timeshifted version, so wasn't able to participate real-time."
4,Retweeting @JPmicek -McCain's team is fast! Obama's words frm debate in ad already! http://snurl.com/3vlxx  WOW - that was FAST!#tweetdebate
4,That was a blast #current
4,"@orbitaldiamonds Aw, I love snow. And we do get quite a lot here."
4,@infinitelymeta i was watching twitter's election2008 pg too - enjoyed following the #tweetdebate thread - quite entertaining...
4,"God, I love Joe Biden and his brutal directness, and that huge grin. #current"
4,"watched the debate, Obama did very well #current"
4,I love Twitter.. the new bar on the top is neat- o http://election.twitter.com/#debate08. A trip to read in real time public opinion
4,CNN played Kissinger's response proving McCains answer correct. #debate08
4,the debate was a draw.  I thought Mccain did come out slightly on top because he sounded more educated on the issues. good closing.#debate08
4,@drunnells agreed!
4,@drunnells agreed!  #debate08
4,"@davidweiner Good question.  They both had some good lines, but McCain probably was more colorful."
4,Barack Obama won this debate #tweetdebate
4,#debate08 Great coverage on CNN measuring audience responses in real-time.
4,#debate08 - man Biden is GOOD (MSNBC).
4,#debate08 Biden is on fire on MSNBC. Really nailing it.
4,"#debate08 interesting debate, I thought Obama held his own pretty well for what was considered McCains home turf"
4,Biden is the MAN! #debate08
4,I think McCain won this debate easily #current
4,"@Imarilove Yes, He did. I liked the eye contact. #debate08 #tweetdebate"
4,CNN post debate polling is saying the debate went to Obama with over a 10 point lead #debate08 #current
